,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
978,978,17029,0,1433,2,9,1.0,4,False,False,3,31,31,14,2,2,1,2.0,1,18,2,2,1,1,5,30.0,1,4,4,3,3,2,1,1,5.0,1,30.0,30.0,0.019670745,0.009931651,60.0,60.0,0.019670745,0.005236675,2,-102,62,135,100,125,119,127,129,100,47.0,95.0947623679
208,208,15354,0,1389,2,15,1.0,4,False,False,4,19,19,34,2,2,1,2.0,1,89,2,2,2,2,1,61.0,1,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.029166447,0.007238472,70.0,70.0,0.029166447,0.002543459,2,-70,27,18,16,23,12,23,35,9,144.0,146.539475428
1130,1130,17414,0,32,2,7,2.0,4,False,False,4,19,19,14,2,1,1,2.0,1,89,2,2,2,1,11,30.0,11,4,4,3,3,0,2,1,10.0,2,50.0,55.0,0.0,0.001285589,100.0,110.0,0.0,0.000780215,2,-58,108,172,114,169,165,180,158,235,62.0,130.46950611
2176,2177,26856,0,769,2,15,1.0,5,True,False,4,19,19,3,9,2,2,2.0,164,87,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.031783577,0.001217122,100.0,110.0,0.019706373,0.000910452,2,-32,204,267,187,299,311,334,253,203,210.0,188.439164383
1404,1404,19219,0,711,2,5,1.0,5,False,False,4,47,47,35,2,1,3,2.0,2,50,2,2,1,1,5,35.0,5,4,4,3,3,5,1,1,5.0,1,35.0,45.0,0.007548252,0.00836452,70.0,90.0,0.007548252,0.003669507,2,-47,50,84,56,78,58,69,87,57,61.0,62.4044835172
1298,1298,17846,0,1134,2,0,1.0,4,True,False,1,22,22,13,2,1,1,2.0,1,122,6,6,2,1,1,28.0,1,4,4,7,7,2,1,1,5.0,1,28.0,28.0,0.060737042,0.00319666,56.0,56.0,0.040491361,0.002131174,2,-59,130,210,140,206,212,231,188,152,73.0,88.5606609304
1855,1856,24203,0,849,2,25,1.0,5,True,False,3,30,30,72,9,2,2,2.0,22,0,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036805278,0.014444707,110.0,120.0,0.029257026,0.011111313,2,-43,196,284,194,296,313,336,265,209,327.0,240.31700676
1344,1344,19136,0,1228,2,26,1.0,5,False,False,4,21,21,45,2,1,6,2.0,1,118,8,8,1,2,2,35.0,2,4,4,9,9,7,1,1,2.0,1,35.0,35.0,0.021135106,0.011869476,70.0,70.0,0.021135106,0.011869476,2,-55,58,79,37,73,54,65,83,55,85.0,132.203580679
4293,4309,40261,0,67,2,5,1.0,5,True,False,4,19,19,3,8,2,2,2.0,221,93,5,5,1,2,10,60.0,10,4,4,6,6,2,2,1,10.0,2,50.0,55.0,0.032846974,0.001878586,100.0,110.0,0.021050566,0.001152492,2,-132,305,467,356,508,537,578,450,359,135.0,135.22155155
540,540,15902,0,1156,2,9,16.0,5,False,False,3,40,40,28,2,1,1,2.0,2,28,2,2,1,2,32,35.0,10,4,4,3,3,2,1,1,32.0,2,30.0,30.0,0.02232773,0.01561673,60.0,60.0,0.02232773,0.010921717,2,-33,54,63,42,76,58,62,72,44,84.0,113.069137446
2839,2840,30076,0,1331,2,9,1.0,1,True,False,3,34,34,3,8,2,2,2.0,218,21,5,5,1,2,5,65.0,2,4,4,6,6,2,2,1,5.0,2,55.0,60.0,0.031491308,0.00069927,110.0,120.0,0.020923755,0.000511922,2,-5,246,320,225,345,358,381,308,239,131.0,178.431714231
3018,3019,31063,0,738,2,10,1.0,9,True,False,1,21,21,3,8,1,2,2.0,45,104,3,3,1,2,6,82.0,2,4,4,7,7,2,2,1,5.0,1,28.0,0.0,0.079815219,0.003774126,56.0,0.0,0.079815219,0.003396713,2,-252,194,334,247,457,482,504,351,250,283.0,288.989412409
1726,1727,20113,0,468,2,5,4.0,5,False,False,4,47,47,14,2,2,0,2.0,1,38,2,2,2,1,7,30.0,7,4,4,3,3,0,1,1,8.0,1,30.0,30.0,0.056626988,0.007858032,60.0,60.0,0.056626988,0.00316302,2,-34,119,177,133,192,179,193,166,130,72.0,69.5343476107
3283,3298,32110,1,550,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,61,90,5,5,2,1,4,60.0,4,4,4,3,3,2,2,1,5.0,1,60.0,65.0,0.045138548,0.012265145,120.0,130.0,0.03260845,0.007644753,2,-119,224,349,250,334,410,432,312,263,174.0,159.33686704
1103,1103,17380,0,13,2,1,1.0,4,False,False,1,22,22,13,2,1,1,2.0,1,122,3,3,1,2,5,47.0,5,4,4,24,24,2,1,1,6.0,1,20.0,20.0,0.007010817,0.001789238,40.0,40.0,0.004673878,0.001192926,2,-689,108,162,241,332,342,365,310,121,701.0,687.507105911
2624,2625,29475,0,1161,2,25,1.0,5,True,False,3,30,30,3,8,2,2,2.0,269,17,5,5,1,2,5,60.0,1,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032146496,0.01446317,100.0,110.0,0.024728074,0.011105693,2,-57,201,312,236,330,346,369,303,239,131.0,163.496942992
2561,2562,29239,0,655,2,10,1.0,5,True,False,1,21,21,3,8,2,2,2.0,181,104,3,3,1,2,5,80.0,5,4,4,7,7,2,2,1,5.0,1,28.0,0.0,0.079815219,0.003774126,56.0,0.0,0.079815219,0.003396713,2,-66,201,307,215,328,354,377,306,245,148.0,167.971182402
43,43,15088,0,705,2,26,2.0,5,False,False,4,47,47,64,2,1,3,2.0,1,43,11,11,1,1,4,48.1282840237,3,4,4,24,24,5,1,1,4.0,1,40.0,40.0,0.030193009,0.074459583,80.0,80.0,0.024154407,0.051241914,2,-167,12,89,53,81,63,72,91,60,206.0,155.560300712
2608,2609,29444,0,737,2,10,1.0,9,True,False,1,21,21,72,8,2,2,2.0,38,104,6,6,2,2,1,50.0,1,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.63368305,0.004739162,116.0,50.0,0.285184751,0.002335331,1,-108,194,313,233,322,376,399,301,252,172.0,187.158028686
1666,1667,19878,0,162,2,15,2.0,4,False,False,4,19,19,14,2,1,1,2.0,1,84,2,2,1,1,6,30.0,1,4,4,3,3,2,1,1,6.0,1,30.0,35.0,0.050784641,0.00718966,60.0,70.0,0.050784641,0.002494697,2,-86,78,146,101,136,130,135,139,109,38.0,65.3381852203
3599,3614,33806,1,191,2,1,1.0,11,True,False,1,22,22,3,8,2,2,3.0,189,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001096195,74.0,50.0,0.011096774,0.00060221,1,-167,224,364,265,426,453,475,336,284,189.0,182.803660385
3674,3689,34538,1,224,2,1,1.0,5,True,False,1,22,22,3,8,1,2,2.0,180,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-122,239,370,265,411,439,461,336,284,157.0,152.940386882
2069,2070,26250,0,986,2,7,1.0,4,True,False,4,19,19,3,9,3,2,2.0,155,94,5,5,4,2,1,55.0,1,4,4,3,3,2,2,1,5.0,2,45.0,50.0,0.036080646,0.003096362,90.0,100.0,0.028532393,0.002461705,2,-33,204,255,174,312,325,348,236,189,230.0,189.128485529
2004,2005,25890,0,16,2,0,1.0,3,True,False,1,22,22,3,7,2,2,2.0,30,120,6,6,1,1,1,17.0,1,4,4,7,7,2,2,1,3.0,1,21.0,38.9047501237,0.019927386,0.002015489,42.0,77.8095002474,0.019927386,0.001404201,2,-56,161,247,172,257,268,291,222,183,73.0,102.033150422
2630,2631,29481,0,1206,2,3,1.0,5,True,False,4,47,47,53,8,2,2,2.0,0,54,5,5,1,2,5,80.0,5,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.09362852,0.05494259,120.0,140.0,0.063631766,0.037577892,2,-147,197,328,230,344,408,430,329,244,215.0,243.962119574
3668,3683,34498,0,888,2,7,1.0,11,True,False,4,47,47,3,8,2,2,2.0,221,46,5,5,3,2,3,50.0,3,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.008354935,100.0,110.0,0.021050566,0.005138016,2,-131,221,369,271,356,424,446,311,285,138.0,146.900348465
1114,1114,17391,1,79,2,9,1.0,4,False,False,3,41,41,13,2,2,1,2.0,1,29,2,2,1,1,4,36.0,1,4,4,3,3,2,1,1,4.0,1,36.0,36.0,0.019670745,0.013881027,72.0,72.0,0.019670745,0.009186072,2,-203,78,164,114,182,177,192,157,122,125.0,168.196760007
3016,3017,31063,0,738,2,10,1.0,9,True,False,1,21,21,3,8,1,2,2.0,45,104,3,3,3,2,4,82.0,2,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.63368305,0.004739162,116.0,50.0,0.285184751,0.002335331,1,-283,194,334,247,469,500,526,351,261,314.0,306.765634306
925,925,16861,1,199,2,1,16.0,4,False,False,1,22,22,13,2,2,1,3.0,9,120,3,3,2,2,63,49.0,36,4,4,1,1,2,1,1,64.0,1,40.0,30.0,0.030193009,0.00048357,80.0,60.0,0.018870631,0.000483541,2,-1003,73,124,301,429,500,523,386,94,985.0,946.964920463
1759,1760,22495,0,1235,2,27,1.0,3,True,False,4,0,0,0,14,2,0,2.12111947319,0,0,10,10,1,2,1,45.0,1,4,4,11,11,0,2,2,1.0,2,25.0,20.0,0.0,0.0,50.0,40.0,0.009057903,0.023052362,2,84,157,219,154,243,246,265,208,163,74.0,75.6935060865
2158,2159,26837,0,230,2,7,1.0,5,True,False,4,44,44,3,9,3,2,3.0,164,38,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.025734709,0.001537675,100.0,110.0,0.013657506,0.001168175,2,-4,191,264,188,283,301,324,255,204,161.0,153.064874638
4281,4297,40143,0,1023,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,221,94,5,5,1,2,10,60.0,9,4,4,6,6,2,2,1,10.0,2,50.0,55.0,0.032846974,0.005007227,100.0,110.0,0.021050566,0.003093547,2,-117,305,463,350,495,529,567,446,354,125.0,133.059422761
1694,1695,19904,1,610,2,5,1.0,4,True,False,4,21,21,13,2,1,1,2.0,1,115,5,5,2,1,5,36.0,4,4,4,3,3,2,1,1,6.0,1,36.0,41.0,0.056626988,0.010476954,72.0,82.0,0.056626988,0.005781961,2,-211,62,166,114,164,180,196,158,123,115.0,117.086386953
370,370,15653,0,1391,2,15,3.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,2,1,1,36.0,1,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.029166447,0.007230169,72.0,72.0,0.029166447,0.002535156,2,-129,33,9,3,15,73,80,11,6,219.0,204.644489782
2526,2527,29075,0,370,2,7,2.0,5,True,False,4,47,47,3,8,3,2,2.0,218,37,5,5,1,2,10,60.0,10,4,4,3,3,2,2,1,10.0,2,50.0,55.0,0.035854198,0.001181939,100.0,110.0,0.024078925,0.000701744,2,-25,208,303,216,309,322,345,288,228,123.0,137.056883053
1979,1980,25689,0,1125,2,27,2.0,3,True,False,1,49,49,3,8,3,2,2.0,47,66,10,10,1,2,10,45.0,10,4,4,11,11,2,2,1,10.0,2,25.0,20.0,0.008831455,0.003089349,50.0,40.0,0.006793427,0.002159102,2,-19,259,292,216,298,367,390,277,229,328.0,264.275935662
2034,2035,26141,0,1138,2,1,16.0,5,True,False,1,21,21,32,8,4,4,3.0,29,103,3,3,1,2,80,47.0,12,4,4,4,4,5,2,1,80.0,2,37.0,25.0,0.018475073,0.000734213,74.0,50.0,0.011096774,0.000409473,1,-78,222,354,259,362,383,406,329,275,307.0,204.132801532
147,147,15210,0,1082,2,1,1.0,4,False,False,1,22,22,34,2,2,3,2.0,1,126,1,1,1,2,6,28.0,6,4,4,2,2,5,1,1,6.0,2,19.0,19.0,0.023309003,0.000705701,38.0,38.0,0.015534303,0.000368204,2,-84,68,101,81,91,108,119,100,72,95.0,143.320039245
3880,3895,35928,0,330,2,26,1.0,9,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,3,2,1,25.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.131749208,0.021215249,50.0,40.0,0.116628974,0.015155425,1,-43,283,397,295,381,444,466,374,308,121.0,117.27928688
1235,1235,17625,1,286,2,5,1.0,11,True,False,4,19,19,13,2,0,1,2.0,1,93,5,5,1,1,2,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.061140843,0.023833606,70.0,70.0,0.061140843,0.016285354,2,-140,124,189,137,225,225,244,181,140,168.0,155.782582189
2589,2590,29366,0,143,2,7,1.0,1,True,False,4,19,19,3,8,3,2,2.0,61,94,5,5,2,2,4,60.0,3,3,3,3,3,2,2,1,5.0,2,50.0,55.0,0.045138548,0.005206522,100.0,110.0,0.03260845,0.003261969,2,37,261,318,245,343,0,375,322,255,140.0,102.628466709
1178,1178,17552,0,586,2,5,2.0,4,False,False,4,19,19,13,5,2,1,2.0,1,87,21,21,1,1,6,20.0,6,4,4,24,24,2,1,1,6.0,1,20.0,20.0,0.007010817,0.006231837,40.0,40.0,0.004673878,0.004154558,2,-30,118,182,119,168,172,185,161,134,50.0,74.3902893917
964,964,16963,0,779,2,1,1.0,5,False,False,1,21,21,12,2,2,1,2.0,1,103,21,21,2,1,390,25.0,390,4,4,24,24,2,1,1,5.0,1,25.0,20.0,0.006134465,0.001454808,50.0,40.0,0.004089643,0.000969799,2,-117,78,134,103,144,165,157,146,103,95.0,114.378602988
273,273,15459,0,820,2,7,1.0,4,False,False,4,19,19,34,2,1,1,2.0,2,87,2,2,2,1,1,35.0,1,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.060114281,0.003684276,70.0,70.0,0.060114281,0.003684302,2,-170,28,28,20,70,105,104,26,76,246.0,173.877888661
2010,2011,25896,0,1315,2,9,3.0,3,True,False,3,34,34,32,9,3,2,2.0,164,21,5,5,1,2,15,65.0,15,4,4,3,3,2,2,1,15.0,2,55.0,60.0,0.031491308,0.001085892,110.0,120.0,0.020923755,0.000603558,2,-233,156,257,204,311,325,348,239,190,237.0,335.407495958
331,331,15593,0,1336,2,9,1.0,4,False,False,3,33,33,56,2,1,1,2.0,1,20,2,2,2,1,1,26.0,1,4,4,3,3,2,1,1,2.0,1,26.0,26.0,0.019670745,0.004292054,52.0,52.0,0.019670745,0.004297371,2,45,73,9,3,7,12,31,6,6,148.0,104.534064187
2919,2920,30601,0,1033,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,61,84,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.003428393,100.0,110.0,0.024057789,0.002135144,2,-58,211,331,232,335,359,382,313,246,120.0,130.070072275
3352,3367,32715,0,929,2,9,1.0,5,True,False,3,34,34,3,8,2,2,2.0,225,21,5,5,1,1,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.000833551,110.0,120.0,0.020923755,0.000569293,2,-6,235,348,252,339,346,369,335,263,70.0,80.8456694335
2628,2629,29477,1,1412,2,25,1.0,5,True,False,3,37,37,3,8,2,2,2.0,272,23,5,5,1,1,5,70.0,5,4,4,6,6,2,2,1,5.0,2,60.0,65.0,0.034619304,0.027297197,120.0,130.0,0.026630234,0.021069285,2,-76,194,312,225,323,354,377,313,239,140.0,150.505949755
2875,2876,30107,0,1165,2,9,1.0,1,True,False,3,30,30,3,8,2,2,2.0,218,17,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.005362721,110.0,120.0,0.020923755,0.004012768,2,-4,246,321,225,354,357,380,308,239,126.0,171.739892332
1774,1775,22806,0,901,2,22,1.0,5,True,False,3,39,39,32,13,2,2,2.0,0,25,5,5,2,2,4,60.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.037590296,0.007036055,100.0,110.0,0.028532393,0.005389987,2,9,218,281,186,306,318,341,253,201,363.0,233.969650841
122,122,15187,0,627,2,26,1.0,6,True,False,4,47,47,25,2,1,3,2.0,2,59,9,9,2,1,1,25.0,1,4,4,10,10,5,1,1,2.0,1,25.0,25.0,0.10144851,0.030462029,50.0,50.0,0.10144851,0.030462029,2,-297,68,97,57,234,234,251,91,68,312.0,315.017769817
1326,1326,18405,0,610,2,7,1.0,4,False,False,4,19,19,25,2,1,0,2.0,2,87,2,2,1,1,5,45.0,5,4,4,3,3,0,1,1,5.0,1,35.0,35.0,0.060114281,0.008414188,70.0,70.0,0.060114281,0.003719175,2,-128,33,32,56,75,61,70,30,19,171.0,172.846071353
1622,1623,19813,1,114,2,9,1.0,4,False,False,3,41,41,38,2,1,1,2.0,1,29,2,2,2,1,2,36.0,1,4,4,3,3,2,1,1,3.0,1,36.0,36.0,0.052837765,0.022700923,72.0,72.0,0.052837765,0.018005903,2,-188,78,140,132,209,206,210,130,98,193.0,186.959417129
590,590,15982,0,1164,2,9,2.0,5,False,False,3,30,30,25,2,1,1,2.0,2,17,2,2,1,2,4,35.0,4,4,4,3,3,2,1,1,4.0,2,30.0,30.0,0.019670745,0.011904936,60.0,60.0,0.019670745,0.00720994,2,5,77,69,49,62,54,64,76,49,76.0,104.942023204
2326,2327,27877,0,1469,2,0,5.0,11,True,False,1,21,21,3,8,3,4,2.0,159,103,3,3,2,2,19,80.0,19,4,4,4,4,5,2,1,25.0,2,70.0,50.0,0.039648094,0.00225749,140.0,100.0,0.019824047,0.00102512,1,-30,215,287,199,292,342,365,283,213,187.0,210.322143681
3430,3445,32864,0,391,1,16,1.0,10,True,False,1,27,27,1,1,1,2,2.0,0,3,17,17,1,1,3,40.0,3,4,4,22,22,2,2,2,3.0,1,40.0,30.0,0.012199413,0.00878217,80.0,60.0,0.012199413,0.00472868,1,-75,198,351,267,339,351,377,331,284,76.0,49.5276383299
3708,3723,34764,0,544,2,7,1.0,5,True,False,4,47,47,3,8,1,2,2.0,55,37,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.011039319,0.002325274,100.0,110.0,0.007265193,0.001415605,2,-43,228,373,275,382,366,389,359,288,56.0,55.0526289548
2357,2358,28002,1,534,2,5,1.0,5,True,False,4,47,47,3,8,3,4,2.0,146,48,5,5,2,2,4,65.0,4,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.023107917,0.001877559,110.0,120.0,0.015559665,0.001408605,2,-119,194,410,194,362,385,407,265,209,239.0,161.075648985
3576,3591,33665,1,1070,2,9,1.0,5,True,False,3,41,41,3,8,1,2,2.0,231,29,5,5,1,1,1,62.0,1,4,4,6,6,2,2,1,1.0,1,62.0,67.0,0.033525562,0.016850957,124.0,134.0,0.024965844,0.013110188,2,-36,216,368,270,374,340,363,351,282,49.0,37.9155569482
64,64,15124,0,938,2,1,4.0,4,False,False,1,22,22,40,2,1,3,2.0,2,120,1,1,1,1,10,36.0,10,4,4,2,2,2,1,1,10.0,2,200.93254717,38.9047501237,0.019180109,0.000741238,401.86509434,77.8095002474,0.012786739,0.000370619,2,-132,12,170,41,45,41,47,49,27,136.0,59.0127947413
1834,1835,23701,0,396,2,26,1.0,5,True,False,4,44,44,42,9,2,2,2.0,33,37,10,10,1,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.113006921,0.021215249,50.0,40.0,0.098963519,0.015155425,1,-2,222,272,181,316,326,349,242,198,350.0,252.503758603
3614,3629,34170,0,563,2,5,1.0,5,True,False,4,19,19,3,2,1,2,2.0,18,99,5,5,2,2,4,60.0,4,4,4,3,3,2,2,1,1.0,2,50.0,55.0,0.032846974,0.00417655,100.0,110.0,0.021050566,0.002577469,2,-98,228,365,268,364,404,426,342,281,122.0,113.197827723
440,440,15756,0,674,2,26,1.0,5,False,False,4,47,47,29,2,1,1,2.0,2,38,21,21,1,1,2,40.0,2,4,4,24,24,2,1,1,2.0,1,40.0,40.0,0.030193009,0.074459583,80.0,80.0,0.024154407,0.051241914,2,-36,38,44,9,38,15,16,36,29,68.0,83.1149868317
3449,3464,33210,1,415,2,0,2.0,5,True,False,1,21,21,3,8,2,2,2.0,197,102,3,3,1,2,9,82.0,9,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.193216188,0.002582844,116.0,50.0,0.086967742,0.001251403,1,-308,213,356,259,497,525,565,366,273,324.0,337.148563525
1014,1014,17112,0,842,2,1,1.0,5,False,False,1,22,22,13,12,2,1,2.0,1,120,21,21,1,1,1,25.0,1,4,4,24,24,2,1,1,6.0,1,25.0,20.0,0.006134465,0.002042859,50.0,40.0,0.004089643,0.001361856,2,-18,106,138,93,129,121,131,134,107,70.0,80.9425439206
3989,4004,36774,0,433,2,11,1.0,11,True,False,4,21,21,3,8,1,2,2.0,61,117,6,6,2,2,4,34.0,4,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.004977395,100.0,110.0,0.021050566,0.003057235,2,-58,260,411,307,402,421,443,380,319,63.0,39.2452193339
3555,3570,33488,0,308,2,26,1.0,11,True,False,4,47,47,3,8,2,2,2.0,221,38,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.018768328,0.026483284,50.0,40.0,0.123197889,0.019771026,1,-134,217,387,271,391,422,444,312,284,150.0,159.104373558
571,571,15951,0,456,2,0,1.0,5,False,False,1,21,21,14,2,2,1,2.0,1,105,0,0,1,1,5,35.0,5,4,4,1,1,2,1,1,5.0,1,35.0,35.0,0.041515387,0.00068523,70.0,70.0,0.026418883,0.00068523,2,-86,35,63,26,60,50,58,72,44,72.0,78.7663216402
1434,1434,19290,0,1223,2,27,1.0,5,False,False,4,49,49,44,0,1,3,2.12111947319,1,70,7,7,1,1,5,25.0,5,4,4,8,8,5,1,1,5.0,1,25.0,20.0,0.063367577,0.034627607,50.0,40.0,0.018342253,0.025022456,2,-93,77,79,87,121,113,123,125,0,211.0,187.343021742
580,580,15969,0,469,2,5,1.0,5,False,False,4,47,47,13,0,2,1,2.0,1,38,2,2,1,2,5,61.0,5,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.056626988,0.007907549,70.0,70.0,0.056626988,0.003212536,2,-7,77,66,59,92,75,74,103,53,89.0,122.556296399
652,652,16152,0,808,2,1,1.0,5,False,False,1,21,21,13,2,1,1,2.0,6,104,1,1,1,1,5,22.0,5,4,4,2,2,2,1,1,5.0,1,22.0,38.9047501237,0.023309003,0.003580287,44.0,77.8095002474,0.015534303,0.001975227,2,-69,77,83,81,95,109,119,77,57,129.0,137.044615449
2059,2060,26197,0,242,2,1,1.0,3,True,False,1,22,22,72,2,1,2,2.0,0,120,6,6,1,1,2,12.0,2,4,4,7,7,2,2,1,2.0,1,12.0,0.0,0.004827862,0.003494606,24.0,0.0,0.004230041,0.000960827,2,-1,168,252,170,255,261,283,219,182,24.0,72.5290924053
1645,1646,19851,0,957,2,5,1.0,4,False,False,4,19,19,25,12,1,1,2.0,2,90,2,2,1,1,3,30.0,1,4,4,3,3,2,1,1,3.0,1,30.0,35.0,0.056626988,0.009419474,60.0,70.0,0.056626988,0.004724451,2,-45,87,131,96,122,116,127,127,99,57.0,77.6730220979
796,796,16535,1,101,2,9,1.0,4,False,False,3,42,42,14,2,1,1,2.0,1,30,2,2,2,1,1,30.0,1,4,4,3,3,2,1,1,2.0,1,30.0,30.0,0.052837765,0.024088435,60.0,60.0,0.052837765,0.019393422,2,-38,103,140,71,96,140,155,104,81,129.0,101.184562989
4018,4033,36976,1,211,2,1,1.0,11,True,False,1,22,22,3,9,1,2,3.0,191,120,3,3,2,2,3,66.0,3,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-133,264,417,313,448,482,504,401,324,137.0,142.031594635
525,525,15875,0,904,2,5,1.0,5,False,False,4,47,47,14,2,1,1,2.0,1,38,0,0,1,1,5,50.0,5,4,4,1,1,2,1,1,5.0,1,50.0,50.0,0.046233045,0.001748175,100.0,100.0,0.026418883,0.001748175,2,-3,77,63,27,75,59,69,85,46,99.0,95.4637881887
2367,2368,28010,0,377,2,1,2.0,11,True,False,1,21,21,42,8,4,2,2.0,130,103,3,3,1,2,10,60.0,9,4,4,4,4,2,2,1,10.0,2,50.0,30.0,0.018475073,0.000687292,100.0,60.0,0.012316716,0.000409473,1,-47,194,282,192,292,323,346,262,207,167.0,181.235545089
204,204,15346,0,977,2,5,1.0,4,False,False,4,19,19,65,2,1,1,2.0,1,93,2,2,1,1,5,36.0,5,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.056626988,0.008430945,72.0,72.0,0.056626988,0.003735932,2,-91,28,70,3,48,35,43,10,5,199.0,110.895709298
309,309,15575,0,1298,2,9,1.0,4,False,False,3,31,31,56,2,1,1,2.0,1,18,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,2.0,1,26.0,26.0,0.019670745,0.004294819,52.0,52.0,0.019670745,0.004300239,2,-73,33,7,3,49,20,36,10,5,163.0,165.068058696
3743,3758,34989,0,541,2,7,12.0,5,True,False,4,19,19,0,8,2,2,2.0,221,94,21,21,2,1,30,25.0,30,4,4,24,24,2,1,1,60.0,1,25.0,20.0,0.02658268,0.00685185,50.0,40.0,0.017721787,0.0045679,2,656,238,377,106,143,151,163,145,116,-628.0,-580.55857
2602,2603,29436,0,732,2,10,1.0,9,True,False,1,21,21,3,13,3,2,2.0,45,105,3,3,1,2,5,80.0,5,4,4,4,4,2,2,1,5.0,2,58.0,50.0,0.63368305,0.005016645,116.0,100.0,0.285184751,0.002566567,1,-131,194,313,221,343,394,416,294,235,195.0,231.105098552
1316,1316,18188,0,797,2,1,1.0,4,False,False,1,22,22,1,11,0,0,3.0,2,122,1,1,1,1,1,20.0,1,4,4,16,16,0,1,1,1.0,0,200.93254717,38.9047501237,0.055465358927,0.0161577308311,401.86509434,77.8095002474,0.0405427079029,0.0115291484465,2,-38,22,27,18,21,7,8,14,15,69.0,70.8552132619
2493,2494,28996,1,207,2,1,16.0,11,True,False,1,22,22,3,8,3,2,2.0,200,119,3,3,2,2,28,47.0,28,4,4,4,4,2,2,1,80.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-217,224,299,241,343,485,508,310,256,338.0,338.609098979
2585,2586,29365,0,143,2,7,1.0,1,True,False,4,19,19,3,8,3,2,2.0,61,94,5,5,3,2,3,60.0,3,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.045138548,0.005206522,100.0,110.0,0.03260845,0.003261969,2,37,261,318,245,343,352,375,322,255,140.0,126.840537575
2486,2487,28988,0,384,2,7,1.0,11,True,False,4,47,47,3,8,3,2,2.0,218,38,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.023107917,0.002086072,100.0,110.0,0.015559665,0.001547049,2,-60,194,305,216,304,334,357,285,226,140.0,142.975560212
